ID,Data,Produto,Categoria,Quantidade,Preço
415,2023-09-15,Detergente Líquido 500ml,Limpeza,1,2.92
416,2023-07-13,Banana Prata Kg,Hortifrúti,2,7.79
417,2023-11-22,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,15.46
418,2023-12-13,Água Mineral 1.5L,Bebidas,1,2.7
419,2023-09-22,Suco de Laranja 1L,Bebidas,8,9.06
420,2023-06-21,Sabão em Pó 1kg,Limpeza,10,17.15
421,2023-08-25,Sabão em Pó 1kg,Limpeza,3,22.82
422,2023-10-26,Tomate Kg,Hortifrúti,8,9.15
423,2023-10-31,Biscoito Recheado,Mercearia,9,4.37
424,2023-05-25,Arroz Branco 5kg,Mercearia,3,26.02
425,2023-12-26,Iogurte Natural Copo,Laticínios e Frios,9,5.37
426,2023-05-05,Cebola Kg,Hortifrúti,2,7.94
427,2023-06-02,Feijão Carioca 1kg,Mercearia,5,9.63
428,2023-04-01,Tomate Kg,Hortifrúti,7,11.89
429,2023-05-20,Detergente Líquido 500ml,Limpeza,8,2.37
430,2023-03-31,Suco de Laranja 1L,Bebidas,10,8.79
431,2023-11-05,Tomate Kg,Hortifrúti,6,10.35
432,2023-02-01,Tomate Kg,Hortifrúti,4,10.14
433,2023-05-20,Detergente Líquido 500ml,Limpeza,9,2.31
434,2023-11-13,Cebola Kg,Hortifrúti,8,9.57
435,2023-01-13,Feijão Carioca 1kg,Mercearia,3,8.93
436,2023-03-31,Feijão Carioca 1kg,Mercearia,10,9.62
437,2023-08-29,Banana Prata Kg,Hortifrúti,8,6.39
438,2023-06-17,Suco de Laranja 1L,Bebidas,9,12.04
439,2023-07-01,Banana Prata Kg,Hortifrúti,9,6.52
440,2023-08-24,Detergente Líquido 500ml,Limpeza,8,4.25
441,2023-11-26,Cebola Kg,Hortifrúti,3,5.34
442,2023-08-15,Leite Integral 1L,Laticínios e Frios,4,7.97
443,2023-08-22,Refrigerante 2L,Bebidas,1,10.16
444,2023-11-27,Biscoito Recheado,Mercearia,5,4.1
445,2023-11-16,Água Mineral 1.5L,Bebidas,8,2.14
446,2023-04-27,Água Sanitária 1L,Limpeza,6,4.01
447,2023-12-03,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,14.02
448,2023-06-23,Leite Integral 1L,Laticínios e Frios,2,6.35
449,2023-04-12,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,13.64
450,2023-12-27,Tomate Kg,Hortifrúti,5,7.32
451,2023-08-20,Sabão em Pó 1kg,Limpeza,9,22.09
452,2023-08-21,Refrigerante 2L,Bebidas,2,8.18
453,2023-12-19,Arroz Branco 5kg,Mercearia,6,25.86
454,2023-08-04,Feijão Carioca 1kg,Mercearia,2,9.71
455,2023-04-07,Leite Integral 1L,Laticínios e Frios,4,7.35
456,2023-10-17,Feijão Carioca 1kg,Mercearia,3,10.34
457,2023-11-18,Suco de Laranja 1L,Bebidas,9,9.43
458,2023-10-20,Banana Prata Kg,Hortifrúti,5,7.97
459,2023-09-24,Tomate Kg,Hortifrúti,10,7.64
460,2023-04-21,Banana Prata Kg,Hortifrúti,1,8.52
461,2023-09-26,Refrigerante 2L,Bebidas,7,7.51
462,2023-05-12,Arroz Branco 5kg,Mercearia,4,27.58
463,2023-03-02,Feijão Carioca 1kg,Mercearia,8,9.68
464,2023-07-25,Arroz Branco 5kg,Mercearia,6,32.77
465,2023-03-21,Detergente Líquido 500ml,Limpeza,6,2.73
466,2023-02-18,Refrigerante 2L,Bebidas,2,10.59
467,2023-06-22,Água Mineral 1.5L,Bebidas,8,2.89
468,2023-05-15,Leite Integral 1L,Laticínios e Frios,10,7.75
469,2023-07-30,Biscoito Recheado,Mercearia,10,4.61
470,2023-11-18,Água Mineral 1.5L,Bebidas,6,3.3
471,2023-12-07,Leite Integral 1L,Laticínios e Frios,7,7.28
472,2023-03-19,Cebola Kg,Hortifrúti,5,6.94
473,2023-06-16,Suco de Laranja 1L,Bebidas,3,12.17
474,2023-03-29,Detergente Líquido 500ml,Limpeza,2,4.33
475,2023-01-10,Suco de Laranja 1L,Bebidas,4,9.63
476,2023-03-25,Água Mineral 1.5L,Bebidas,5,3.31
477,2023-04-27,Suco de Laranja 1L,Bebidas,9,12.06
478,2023-07-24,Arroz Branco 5kg,Mercearia,6,31.14
479,2023-02-15,Arroz Branco 5kg,Mercearia,10,26.9
480,2023-10-05,Tomate Kg,Hortifrúti,8,6.42
481,2023-08-19,Iogurte Natural Copo,Laticínios e Frios,1,5.85
482,2023-10-10,Detergente Líquido 500ml,Limpeza,1,3.03
483,2023-07-02,Tomate Kg,Hortifrúti,6,7.26
484,2023-02-25,Banana Prata Kg,Hortifrúti,8,8.86
485,2023-10-10,Iogurte Natural Copo,Laticínios e Frios,1,5.56
486,2023-09-07,Água Sanitária 1L,Limpeza,3,4.04
487,2023-04-01,Sabão em Pó 1kg,Limpeza,10,20.06
488,2023-08-25,Sabão em Pó 1kg,Limpeza,5,17.73
489,2023-12-02,Sabão em Pó 1kg,Limpeza,1,19.97
490,2023-06-13,Refrigerante 2L,Bebidas,4,7.83
491,2023-12-05,Biscoito Recheado,Mercearia,2,4.34
492,2023-03-06,Suco de Laranja 1L,Bebidas,4,9.34
493,2023-08-22,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,13.93
494,2023-10-21,Detergente Líquido 500ml,Limpeza,1,4.09
495,2023-10-10,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,16.87
496,2023-10-17,Tomate Kg,Hortifrúti,2,6.76
497,2023-11-22,Biscoito Recheado,Mercearia,3,3.41
498,2023-11-27,Tomate Kg,Hortifrúti,5,8.62
499,2023-12-04,Água Sanitária 1L,Limpeza,2,5.49
500,2023-12-06,Sabão em Pó 1kg,Limpeza,9,16.0
501,2023-03-20,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,
502,2023-04-01,Refrigerante 2L,Bebidas,2,9.64
503,2023-03-16,Feijão Carioca 1kg,Mercearia,10,9.27
504,2023-08-21,Tomate Kg,Hortifrúti,4,8.87
505,2023-08-31,Leite Integral 1L,Laticínios e Frios,10,7.74
506,2023-03-20,Leite Integral 1L,Laticínios e Frios,2,5.49
507,2023-05-23,Água Mineral 1.5L,Bebidas,5,3.11
508,2023-05-29,Detergente Líquido 500ml,Limpeza,1,2.18
509,2023-11-06,Feijão Carioca 1kg,Mercearia,8,9.3
510,2023-10-13,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,12.33
511,2023-08-06,Detergente Líquido 500ml,Limpeza,1,2.43
512,2023-09-06,Banana Prata Kg,Hortifrúti,10,6.42
513,2023-11-07,Feijão Carioca 1kg,Mercearia,3,10.04
514,2023-09-06,Suco de Laranja 1L,Bebidas,4,8.42
515,2023-05-04,Refrigerante 2L,Bebidas,4,8.31
516,2023-08-08,Leite Integral 1L,Laticínios e Frios,2,6.76
517,2023-07-03,Água Sanitária 1L,Limpeza,6,4.18
518,2023-03-19,Sabão em Pó 1kg,Limpeza,10,16.22
519,2023-06-23,Água Mineral 1.5L,Bebidas,1,2.54
520,2023-03-19,Leite Integral 1L,Laticínios e Frios,1,7.38
521,2023-07-11,Arroz Branco 5kg,Mercearia,7,27.21
522,2023-02-08,Detergente Líquido 500ml,Limpeza,9,3.67
523,2023-05-07,Água Mineral 1.5L,Bebidas,3,3.78
524,2023-04-30,Suco de Laranja 1L,Bebidas,10,10.67
525,2023-07-13,Detergente Líquido 500ml,Limpeza,8,2.57
526,2023-09-30,Arroz Branco 5kg,Mercearia,7,34.79
527,2023-11-09,Refrigerante 2L,Bebidas,9,9.06
528,2023-04-09,Tomate Kg,Hortifrúti,4,10.66
529,2023-02-13,Suco de Laranja 1L,Bebidas,5,9.33
530,2023-01-06,Feijão Carioca 1kg,Mercearia,10,9.89
531,2023-01-14,Detergente Líquido 500ml,Limpeza,1,2.06
532,2023-11-24,Água Sanitária 1L,Limpeza,5,5.31
533,2023-05-03,Feijão Carioca 1kg,Mercearia,2,9.79
534,2023-09-28,Suco de Laranja 1L,Bebidas,4,8.36
535,2023-01-28,Leite Integral 1L,Laticínios e Frios,5,6.41
536,2023-12-22,Água Mineral 1.5L,Bebidas,6,2.32
537,2023-01-29,Suco de Laranja 1L,Bebidas,1,9.21
538,2023-09-19,Iogurte Natural Copo,Laticínios e Frios,9,3.77
539,2023-03-12,Arroz Branco 5kg,Mercearia,1,31.32
540,2023-11-02,Sabão em Pó 1kg,Limpeza,6,21.23
541,2023-11-18,Banana Prata Kg,Hortifrúti,10,8.38
542,2023-08-20,Água Mineral 1.5L,Bebidas,2,2.88
543,2023-03-15,Biscoito Recheado,Mercearia,2,4.1
544,2023-12-21,Banana Prata Kg,Hortifrúti,5,5.64
545,2023-03-15,Iogurte Natural Copo,Laticínios e Frios,8,4.23
546,2023-07-30,Água Sanitária 1L,Limpeza,8,6.64
547,2023-07-21,Refrigerante 2L,Bebidas,9,9.33
548,2023-12-10,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,12.12
549,2023-01-05,Iogurte Natural Copo,Laticínios e Frios,2,5.18
550,2023-06-05,Banana Prata Kg,Hortifrúti,10,6.29
551,2023-02-09,Biscoito Recheado,Mercearia,4,3.04
552,2023-01-28,Leite Integral 1L,Laticínios e Frios,6,7.61
553,2023-03-01,Cebola Kg,Hortifrúti,5,5.03
554,2023-09-19,Água Mineral 1.5L,Bebidas,7,2.9
555,2023-06-27,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,14.59
556,2023-03-25,Biscoito Recheado,Mercearia,1,4.85
557,2023-05-01,Detergente Líquido 500ml,Limpeza,10,2.22
558,2023-12-25,Suco de Laranja 1L,Bebidas,6,10.97
559,2023-04-06,Feijão Carioca 1kg,Mercearia,10,11.02
560,2023-11-22,Suco de Laranja 1L,Bebidas,2,8.09
561,2023-12-10,Iogurte Natural Copo,Laticínios e Frios,10,3.21
562,2023-07-05,Cebola Kg,Hortifrúti,4,7.51
563,2023-06-20,Arroz Branco 5kg,Mercearia,8,31.93
564,2023-11-29,Cebola Kg,Hortifrúti,2,5.59
565,2023-03-04,Cebola Kg,Hortifrúti,4,8.66
566,2023-07-26,Água Mineral 1.5L,Bebidas,4,2.03
567,2023-12-31,Refrigerante 2L,Bebidas,7,10.74
568,2023-02-22,Detergente Líquido 500ml,,3,3.39
569,2023-12-01,Detergente Líquido 500ml,Limpeza,4,2.68
570,2023-05-19,Iogurte Natural Copo,Laticínios e Frios,2,5.88
571,2023-07-23,Suco de Laranja 1L,Bebidas,5,8.75
572,2023-10-21,Água Mineral 1.5L,Bebidas,2,3.81
573,2023-06-04,Suco de Laranja 1L,Bebidas,6,11.34
574,2023-06-30,Cebola Kg,Hortifrúti,7,9.61
575,2023-03-31,Sabão em Pó 1kg,Limpeza,1,24.99
576,2023-02-22,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,15.09
577,2023-09-09,Água Mineral 1.5L,Bebidas,9,3.05
578,2023-01-19,Iogurte Natural Copo,Laticínios e Frios,1,3.46
579,2023-01-28,Detergente Líquido 500ml,Limpeza,4,3.58
580,2023-02-01,Banana Prata Kg,Hortifrúti,10,7.72
581,2023-07-18,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,14.17
582,2023-09-26,Cebola Kg,Hortifrúti,1,7.38
583,2023-10-01,Suco de Laranja 1L,Bebidas,8,8.15
584,2023-05-19,Biscoito Recheado,Mercearia,9,4.36
585,2023-06-21,Biscoito Recheado,Mercearia,5,3.52
586,2023-04-26,Água Mineral 1.5L,Bebidas,5,3.47
587,2023-01-07,Arroz Branco 5kg,Mercearia,5,33.07
588,2023-12-03,Biscoito Recheado,Mercearia,4,3.13
589,2023-02-03,Sabão em Pó 1kg,Limpeza,7,16.22
590,2023-06-06,Cebola Kg,Hortifrúti,1,8.68
591,2023-11-21,Iogurte Natural Copo,Laticínios e Frios,7,5.09
592,2023-06-11,Detergente Líquido 500ml,Limpeza,10,2.07
593,2023-09-21,Refrigerante 2L,Bebidas,8,7.76
594,2023-11-28,Tomate Kg,Hortifrúti,2,8.68
595,2023-11-24,Água Sanitária 1L,Limpeza,6,5.67
596,2023-04-28,Biscoito Recheado,Mercearia,2,3.78
597,2023-06-29,Sabão em Pó 1kg,Limpeza,7,24.19
598,2023-04-17,Arroz Branco 5kg,Mercearia,10,32.0
599,2023-03-05,Água Mineral 1.5L,Bebidas,1,3.34
600,2023-10-11,Feijão Carioca 1kg,Mercearia,6,9.19
601,2023-01-06,Detergente Líquido 500ml,Limpeza,8,2.94
602,2023-03-22,Arroz Branco 5kg,Mercearia,6,30.22
603,2023-12-07,Sabão em Pó 1kg,Limpeza,6,23.03
604,2023-11-24,Banana Prata Kg,Hortifrúti,9,6.66
605,2023-08-27,Refrigerante 2L,Bebidas,7,8.1
606,2023-03-31,Biscoito Recheado,Mercearia,5,4.3
607,2023-02-03,Tomate Kg,Hortifrúti,2,10.67
608,2023-10-20,Água Sanitária 1L,Limpeza,8,5.84
609,2023-01-18,Sabão em Pó 1kg,Limpeza,9,23.04
610,2023-05-12,Leite Integral 1L,Laticínios e Frios,8,7.88
611,2023-11-05,Feijão Carioca 1kg,Mercearia,6,10.25
612,2023-12-27,Refrigerante 2L,Bebidas,6,9.88
613,2023-04-05,Refrigerante 2L,Bebidas,5,7.83
614,2023-08-31,Leite Integral 1L,Laticínios e Frios,10,5.8
615,2023-04-18,Tomate Kg,Hortifrúti,4,9.94
616,2023-02-13,Arroz Branco 5kg,Mercearia,9,26.11
617,2023-06-14,Arroz Branco 5kg,Mercearia,4,30.96
618,2023-07-17,Refrigerante 2L,Bebidas,1,10.36
619,2023-01-15,Refrigerante 2L,Bebidas,10,10.15
620,2023-11-11,Detergente Líquido 500ml,Limpeza,9,3.39
621,2023-11-15,Banana Prata Kg,Hortifrúti,5,7.71
622,2023-04-08,Suco de Laranja 1L,Bebidas,2,10.39
623,2023-04-27,Banana Prata Kg,Hortifrúti,2,5.09
624,2023-11-30,Banana Prata Kg,Hortifrúti,1,5.57
625,2023-04-26,Iogurte Natural Copo,Laticínios e Frios,10,3.28
626,2023-04-04,Feijão Carioca 1kg,Mercearia,1,9.46
627,2023-12-04,Detergente Líquido 500ml,Limpeza,4,4.19
628,2023-02-02,Cebola Kg,Hortifrúti,2,9.08
629,2023-05-15,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,16.71
630,2023-11-18,Biscoito Recheado,Mercearia,10,3.28
631,2023-08-07,Iogurte Natural Copo,Laticínios e Frios,4,3.84
632,2023-09-18,Água Sanitária 1L,Limpeza,8,5.79
633,2023-02-23,Tomate Kg,Hortifrúti,10,9.65
634,2023-07-11,Detergente Líquido 500ml,Limpeza,10,2.1
635,2023-03-30,Água Mineral 1.5L,Bebidas,1,3.4
636,2023-02-21,Detergente Líquido 500ml,Limpeza,1,3.61
637,2023-01-18,Tomate Kg,Hortifrúti,2,8.22
638,2023-11-30,Tomate Kg,Hortifrúti,2,11.96
639,2023-06-09,Cebola Kg,Hortifrúti,10,9.63
640,2023-10-14,Cebola Kg,Hortifrúti,6,8.54
641,2023-10-19,Cebola Kg,Hortifrúti,9,6.07
642,2023-03-31,Detergente Líquido 500ml,Limpeza,8,2.45
643,2023-02-19,Iogurte Natural Copo,Laticínios e Frios,5,5.99
644,2023-07-01,Leite Integral 1L,Laticínios e Frios,9,5.88
645,2023-05-18,Tomate Kg,Hortifrúti,10,6.11
646,2023-04-15,Detergente Líquido 500ml,Limpeza,3,4.31
647,2023-12-17,Tomate Kg,Hortifrúti,4,7.67
648,2023-04-11,Biscoito Recheado,Mercearia,4,3.24
649,2023-10-12,Tomate Kg,Hortifrúti,8,9.86
650,2023-08-28,Arroz Branco 5kg,Mercearia,9,31.27
651,2023-08-09,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,14.75
652,2023-11-02,Água Sanitária 1L,Limpeza,5,5.76
653,2023-09-10,Iogurte Natural Copo,Laticínios e Frios,3,4.57
654,2023-12-04,Feijão Carioca 1kg,Mercearia,7,9.24
655,2023-10-05,Refrigerante 2L,Bebidas,1,7.69
656,2023-04-16,Água Mineral 1.5L,Bebidas,5,3.66
657,2023-03-09,Arroz Branco 5kg,Mercearia,2,27.26
658,2023-05-27,Água Sanitária 1L,Limpeza,5,5.78
659,2023-02-09,Água Sanitária 1L,Limpeza,5,4.32
660,2023-03-23,Banana Prata Kg,Hortifrúti,8,8.5
661,2023-03-17,Sabão em Pó 1kg,Limpeza,2,16.78
662,2023-10-29,Iogurte Natural Copo,Laticínios e Frios,10,5.28
663,2023-04-18,Leite Integral 1L,Laticínios e Frios,1,7.44
664,2023-01-31,Leite Integral 1L,Laticínios e Frios,4,5.81
665,2023-11-03,Banana Prata Kg,Hortifrúti,2,6.9
666,2023-11-30,Iogurte Natural Copo,Laticínios e Frios,6,3.46
667,2023-04-12,Arroz Branco 5kg,Mercearia,1,34.22
668,2023-03-07,Iogurte Natural Copo,Laticínios e Frios,1,3.74
669,2023-05-19,Cebola Kg,Hortifrúti,3,5.92
670,2023-09-30,Leite Integral 1L,Laticínios e Frios,6,7.95
671,2023-07-23,Arroz Branco 5kg,Mercearia,10,34.29
672,2023-08-02,Suco de Laranja 1L,Bebidas,8,12.11
673,2023-10-19,Banana Prata Kg,Hortifrúti,4,7.33
674,2023-09-09,Sabão em Pó 1kg,Limpeza,8,24.38
675,2023-06-19,Iogurte Natural Copo,Laticínios e Frios,7,5.46
676,2023-03-08,Tomate Kg,Hortifrúti,6,10.59
677,2023-08-04,Água Sanitária 1L,Limpeza,5,4.37
678,2023-01-31,Água Mineral 1.5L,Bebidas,3,3.96
679,2023-08-17,Biscoito Recheado,Mercearia,10,3.47
680,2023-05-04,Arroz Branco 5kg,Mercearia,5,26.94
681,2023-06-07,Água Mineral 1.5L,Bebidas,7,2.31
682,2023-07-05,Feijão Carioca 1kg,Mercearia,3,8.31
683,2023-06-27,Água Mineral 1.5L,Bebidas,8,2.11
684,2023-05-15,Água Sanitária 1L,Limpeza,3,4.03
685,2023-07-28,Leite Integral 1L,Laticínios e Frios,6,7.97
686,2023-08-30,Água Sanitária 1L,Limpeza,3,4.93
687,2023-02-13,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,14.25
688,2023-08-05,Banana Prata Kg,Hortifrúti,8,6.85
689,2023-08-03,Suco de Laranja 1L,Bebidas,4,10.09
690,2023-11-02,Arroz Branco 5kg,Mercearia,7,32.36
691,2023-01-03,Refrigerante 2L,Bebidas,7,9.78
692,2023-03-04,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,15.03
693,2023-05-08,Biscoito Recheado,Mercearia,2,3.67
694,2023-06-05,Iogurte Natural Copo,Laticínios e Frios,6,3.06
695,2023-11-20,Suco de Laranja 1L,Bebidas,2,9.36
696,2023-03-23,Biscoito Recheado,Mercearia,10,3.51
697,2023-02-07,Tomate Kg,Hortifrúti,2,6.22
698,2023-10-18,Cebola Kg,Hortifrúti,5,8.39
699,2023-06-22,Feijão Carioca 1kg,Mercearia,4,8.86
700,2023-01-12,Banana Prata Kg,Hortifrúti,5,5.53
701,2023-09-02,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,15.45
702,2023-11-19,Água Sanitária 1L,Limpeza,10,4.65
703,2023-05-01,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,12.86
704,2023-08-04,Detergente Líquido 500ml,Limpeza,8,2.48
705,2023-12-18,Iogurte Natural Copo,Laticínios e Frios,5,4.03
706,2023-10-16,Feijão Carioca 1kg,Mercearia,3,10.91
707,2023-12-18,Feijão Carioca 1kg,Mercearia,2,9.62
708,2023-11-30,Banana Prata Kg,Hortifrúti,7,6.6
709,2023-11-22,Tomate Kg,Hortifrúti,9,9.63
710,2023-10-09,Leite Integral 1L,Laticínios e Frios,4,7.64
711,2023-08-07,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,12.35
712,2023-11-05,Leite Integral 1L,Laticínios e Frios,3,7.03
713,2023-09-22,Arroz Branco 5kg,Mercearia,5,26.67
714,2023-07-15,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,17.59
715,2023-01-21,Suco de Laranja 1L,Bebidas,4,8.43
716,2023-11-18,Biscoito Recheado,Mercearia,2,3.76
717,2023-11-26,Suco de Laranja 1L,Bebidas,7,11.96
718,2023-02-02,Suco de Laranja 1L,Bebidas,2,11.56
719,2023-05-13,Tomate Kg,Hortifrúti,5,9.78
720,2023-10-29,Detergente Líquido 500ml,Limpeza,3,2.38
721,2023-01-05,Água Sanitária 1L,Limpeza,5,4.87
722,2023-12-27,Iogurte Natural Copo,Laticínios e Frios,8,5.45
723,2023-02-04,Arroz Branco 5kg,Mercearia,2,30.35
724,2023-03-30,Água Sanitária 1L,Limpeza,8,5.72
725,2023-12-26,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,14.23
726,2023-06-29,Sabão em Pó 1kg,Limpeza,5,24.09
727,2023-07-16,Iogurte Natural Copo,Laticínios e Frios,7,4.12
728,2023-08-03,Refrigerante 2L,Bebidas,6,8.88
729,2023-09-09,Feijão Carioca 1kg,Mercearia,8,11.57
730,2023-08-23,Água Mineral 1.5L,Bebidas,2,3.88
731,2023-05-26,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,13.11
732,2023-07-14,Refrigerante 2L,Bebidas,5,10.22
733,2023-08-26,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,15.41
734,2023-05-16,Água Sanitária 1L,Limpeza,8,6.18
735,2023-03-29,Biscoito Recheado,Mercearia,5,3.5
736,2023-10-15,Refrigerante 2L,Bebidas,2,9.84
737,2023-10-27,Leite Integral 1L,Laticínios e Frios,3,6.52
738,2023-11-27,Arroz Branco 5kg,Mercearia,5,34.7
739,2023-07-11,Iogurte Natural Copo,Laticínios e Frios,1,4.87
740,2023-07-15,Água Sanitária 1L,Limpeza,7,4.37
741,2023-08-25,Detergente Líquido 500ml,Limpeza,2,2.54
742,2023-08-18,Água Mineral 1.5L,Bebidas,9,3.17
743,2023-10-09,Sabão em Pó 1kg,Limpeza,7,23.7
744,2023-12-19,Refrigerante 2L,Bebidas,8,9.64
745,2023-02-28,Suco de Laranja 1L,Bebidas,8,9.66
746,2023-06-16,Detergente Líquido 500ml,Limpeza,4,4.06
747,2023-06-04,Tomate Kg,Hortifrúti,1,11.9
748,2023-03-13,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,15.02
749,2023-08-01,Arroz Branco 5kg,Mercearia,7,30.04
750,2023-08-16,Água Mineral 1.5L,Bebidas,6,2.67
751,2023-04-01,Detergente Líquido 500ml,Limpeza,2,2.26
752,2023-02-07,Sabão em Pó 1kg,Limpeza,2,23.56
753,2023-01-10,Detergente Líquido 500ml,Limpeza,6,3.13
754,2023-05-27,Biscoito Recheado,Mercearia,7,3.33
755,2023-02-08,Água Sanitária 1L,Limpeza,10,5.95
756,2023-06-24,Leite Integral 1L,Laticínios e Frios,2,6.11
757,2023-12-27,Feijão Carioca 1kg,Mercearia,2,10.64
758,2023-02-17,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,17.53
759,2023-09-24,Banana Prata Kg,Hortifrúti,4,7.01
760,2023-12-05,Tomate Kg,Hortifrúti,1,8.76
761,2023-11-01,Leite Integral 1L,Laticínios e Frios,10,5.02
762,2023-08-13,Biscoito Recheado,Mercearia,4,4.56
763,2023-10-12,Cebola Kg,Hortifrúti,3,8.25
764,2023-05-14,Cebola Kg,Hortifrúti,8,8.65
765,2023-06-29,Feijão Carioca 1kg,Mercearia,10,11.46
766,2023-06-14,Arroz Branco 5kg,Mercearia,3,29.15
767,2023-04-08,Água Sanitária 1L,Limpeza,5,5.41
768,2023-02-01,Cebola Kg,Hortifrúti,8,7.69
769,2023-05-31,Cebola Kg,Hortifrúti,6,5.6
770,2023-10-13,Cebola Kg,Hortifrúti,9,9.11
771,2023-07-31,Detergente Líquido 500ml,Limpeza,5,3.02
772,2023-01-02,Feijão Carioca 1kg,Mercearia,9,8.23
773,2023-01-20,Detergente Líquido 500ml,Limpeza,4,3.01
774,2023-06-23,Água Mineral 1.5L,Bebidas,1,2.91
775,2023-10-14,Iogurte Natural Copo,Laticínios e Frios,8,3.43
776,2023-06-21,Cebola Kg,Hortifrúti,1,8.69
777,2023-05-26,Refrigerante 2L,Bebidas,1,9.68
778,2023-04-14,Feijão Carioca 1kg,Mercearia,4,9.31
779,2023-05-18,Sabão em Pó 1kg,Limpeza,8,19.32
780,2023-04-15,Banana Prata Kg,Hortifrúti,4,8.57
781,2023-04-07,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,15.42
782,2023-03-06,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,15.15
783,2023-06-10,Suco de Laranja 1L,Bebidas,9,8.37
784,2023-01-03,Banana Prata Kg,Hortifrúti,10,5.32
785,2023-08-27,Refrigerante 2L,Bebidas,10,10.31
786,2023-05-22,Detergente Líquido 500ml,Limpeza,10,2.24
787,2023-03-20,Detergente Líquido 500ml,Limpeza,4,2.98
788,2023-08-03,Leite Integral 1L,Laticínios e Frios,3,5.77
789,2023-08-17,Biscoito Recheado,Mercearia,8,4.83
790,2023-08-25,Tomate Kg,Hortifrúti,3,6.56
791,2023-12-06,Banana Prata Kg,Hortifrúti,9,7.42
792,2023-04-10,Cebola Kg,Hortifrúti,8,6.87
793,2023-11-29,Iogurte Natural Copo,Laticínios e Frios,2,5.08
794,2023-12-19,Água Sanitária 1L,Limpeza,7,6.78
795,2023-02-28,Iogurte Natural Copo,Laticínios e Frios,9,5.66
796,2023-09-15,Cebola Kg,Hortifrúti,9,7.04
797,2023-06-25,Água Mineral 1.5L,Bebidas,4,3.89
798,2023-09-22,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,16.23
799,2023-05-24,Detergente Líquido 500ml,Limpeza,8,3.17
800,2023-12-22,Sabão em Pó 1kg,Limpeza,3,19.52
801,2023-11-29,Banana Prata Kg,Hortifrúti,4,6.59
802,2023-12-11,Detergente Líquido 500ml,Limpeza,8,2.76
803,2023-03-03,Suco de Laranja 1L,Bebidas,9,12.54
804,2023-04-01,Refrigerante 2L,Bebidas,10,8.22
805,2023-07-25,Arroz Branco 5kg,Mercearia,10,26.35
806,2023-07-01,Água Mineral 1.5L,Bebidas,2,3.67
807,2023-01-28,Iogurte Natural Copo,Laticínios e Frios,7,5.34
808,2023-09-07,Refrigerante 2L,Bebidas,10,9.47
809,2023-01-18,Detergente Líquido 500ml,Limpeza,9,3.0
810,2023-10-15,Água Sanitária 1L,Limpeza,2,5.23
811,2023-10-17,Tomate Kg,Hortifrúti,5,10.59
812,2023-03-11,Feijão Carioca 1kg,Mercearia,5,11.61
813,2023-03-21,Arroz Branco 5kg,Mercearia,6,26.95
814,2023-06-07,Água Sanitária 1L,Limpeza,1,6.79
815,2023-09-18,Sabão em Pó 1kg,Limpeza,4,21.31
816,2023-03-21,Água Mineral 1.5L,Bebidas,3,2.56
817,2023-12-02,Iogurte Natural Copo,Laticínios e Frios,6,4.67
818,2023-12-07,Banana Prata Kg,Hortifrúti,5,7.9
819,2023-05-13,Cebola Kg,Hortifrúti,9,7.33
820,2023-05-07,Refrigerante 2L,Bebidas,3,9.12
821,2023-06-13,Suco de Laranja 1L,Bebidas,7,11.79
822,2023-02-28,Iogurte Natural Copo,Laticínios e Frios,4,4.29
823,2023-08-26,Cebola Kg,Hortifrúti,7,6.86
824,2023-10-21,Banana Prata Kg,Hortifrúti,9,7.62
825,2023-07-14,Tomate Kg,Hortifrúti,5,7.22
826,2023-12-06,Leite Integral 1L,Laticínios e Frios,10,6.2
827,2023-12-08,Detergente Líquido 500ml,Limpeza,2,3.52
828,2023-08-25,Iogurte Natural Copo,Laticínios e Frios,6,5.67
829,2023-07-11,Arroz Branco 5kg,Mercearia,9,30.99
